instruction_zh,input_zh
根据给定的文本判断其情感极性。情感极性可以是正面、负面或中性。,"""我非常高兴亲戚们从城市里来看我们。他们为我们带来了很多礼物。"""
给出这个天文学问题的答案。,什么是金星的温度？
为我提供一些有趣的旅游目的地建议。,我准备过一个放松的度假。我想去一个美丽的海滩度假胜地或一个安静的山区。你有什么好的建议吗？
将以下文字编辑为简洁明了的格式。,"发票编号：123456789
发票日期：2021年1月1日
商品名称：电子产品
数量：3件
单价：1000元
金额：3000元
发票抬头：小明商店"
列出您认为最重要的十个科学发现，并解释为什么它们那么重要。,
描述如何做巧克力蛋糕。,我刚购买了一个烤箱，想准备一些甜点给我的家人和朋友。他们都喜欢巧克力味道的蛋糕，但我不确定该如何制作。
请介绍一下当今最流行的编程语言。分别解释其使用场景，基础语法和编译器结构。,
请在以下句子中找出并连接两个独立的子句。,"The movie I saw yesterday was really good, but the book was even better."
请描述你家乡的风景和文化底蕴。,家乡是一个人最熟悉的地区，也是一个人感情最深的地方。请描述一下你家乡的风景和文化底蕴。
请问你在工作中会如何管理时间？,你正在应聘一份管理岗位的工作。
找到一篇有关自然灾害的文章，并归纳出文章中所涉及的所有自然灾害类型。,无。
在屏幕上创建一个五角星的图形。,
给出以下图像（外观不限），并在其中标记出所有直角。,这是一个三角形，其中2个角是直角，另一个角是锐角。
编写一份新员工培训手册，包括以下主题：公司历史、公司文化、组织结构、工作职责和规定。,
创建一个能够捕捉顾客基本信息的数据表。,你是一家酒店的新业主，计划创建一个完整的顾客信息记录系统。
为以下表格添加一行，其中包含学生的姓名、年龄和成绩。,"| 姓名 | 年龄 | 成绩 |
| --- | --- | --- |
| Tom | 18 | 70 |
| Jack | 19 | 65 |
| Alice | 20 | 80 |"
编写一个脚本，可以从网上获取Twitter账户的最新推文，并将其保存到文件中。,你正在开发一个关于Twitter数据分析的项目，需要获取Twitter账户的最新推文。由于需要多次使用，因此你需要编写一个脚本自动获取并保存这些推文。
请列举5个程序员必备的软件。,
根据给定的主题，列出最近的5篇相关文章。,主题：健康饮食。
将一组数据按照某种特定方式进行分类。,"以下是对一组人员的调查结果，将这些人按照年龄进行分类。
姓名：张三
年龄：25
性别：男

姓名：李四
年龄：30
性别：男

姓名：王五
年龄：28
性别：男

姓名：赵六
年龄：26
性别：女"
根据给定的图片，生成一个与其相匹配的描述。,这是一张沙漠中的狮子图片。
生成一组与给定主题相关的关键词。,主题为环保。
修改给定的段落，使它的语气更加具有说服力。,你正在写一封投诉信，要求退款。
生成一篇含250个字的论文摘要。,已有一篇10000字的论文。
为以下机器学习算法提供一篇简要的介绍。,"- 支持向量机（SVM）
- 随机森林
- 逻辑斯特回归"
请将下面的短语翻译为英文。,"短语：""徐徐的微风""。"
按人们的所在国家或地区，将以下10名演员进行分类。,"莱昂纳多·迪卡普里奥
葛优
梅尔·吉布森
阿汤哥
查理·辛
佟大为
高仓健
姜文
周涌
苏有朋"
请根据以下要求将句子缩写成一个新的单词。,"以下是一句话：
我喜欢在周末去健身房。"
请找出以下短文中的错别字并改正。,An impotent part of a healthy diet is unprocessed fruits and vegetables.
编写一篇文章，探讨云计算的优点和应用。,你是一名IT专家，正在撰写一篇文章，分析云计算的优点和应用。你的文章应该包括云计算的概述、云计算的优点、云计算的应用等。
对给定的文章进行编辑，使其更具主题连贯性和流畅性。,有一篇长度为500字的文章，标题为“技术与生活”。它涵盖了多个话题，包括科技和互联网，家庭生活和旅行。
找到一家在我附近的好餐厅。,我现在在纽约，我想吃意大利菜。
为给定的业务新闻编写一段概括。,新闻标题：谷歌与Twitter的媒体服务合作
根据以下指示写出一首诗歌。,从下面的字中选择一组合适的词，用来写一首五绝。字：花，红，酒，月，园，绿，山，水。
找到北京到上海的最快列车。,
找出一则12月份发布的全国新闻。,无。
根据某个领域的数据，构建出一个机器学习模型。,领域：金融
根据图片中的描述，判断这张照片中有没有狗。,描述：这张照片中有一只卷毛犬，它正在草地上追逐一个球。
"从以下句子中找到主语和谓语： ""大猩猩爬上树枝。""",这是一个基础的语法问题，用于测试模型是否能够理解英文句子的基本结构。
请为某一个客户（药品线）编写一篇中文销售推广文案。,
请为这篇文章写一个令人印象深刻的标题。,一篇文章提供了人工智能技术在电视行业的未来应用展望。
将文本中的某些单词或表达式替换为与之相同或相关的词或表达式。,这是一篇小说的开头，其中有几个词需要被重新表达。
给我五个最受欢迎的电影类型。,
为以下时间编写一个日程安排。,星期二上午。
请告诉我，加拿大的首都是哪里？,无。
将以下输入源进行分类：图片、文本或声音。,微信、优酷、微博、QQ、知乎声音投票
将以下句子中的中文词语翻译成英文。,"句子：""我喜欢喝茶，不喜欢喝咖啡。"""
请编写一封简短的电子邮件，要求你的同事参加下一次的部门会议。,会议将在一周内举行，并将涉及到几个具体的项目和计划。
基于给定的数据，为用户推荐过去一段时间的节点。,我希望了解过去三个月内您喜欢的烹饪风格和价格范围。
请解释美国的选举制度。,
使用以下指引设计一个可以搜索文本文件的Python脚本。,"您需要编写一个Python脚本，以在文本文件中搜索特定字符串。以下是一些指引：

1. 用户应该能够输入想要搜索的字符串。
2. 用户应该能够指定要搜索的文件名和文件路径。
3. 如果找到了匹配的字符串，程序应该返回匹配位置和出现次数。
4. 如果没有找到匹配的字符串，程序应该返回相应的消息。"
将以下文档进行翻译。,La tour Eiffel est un des sites touristiques les plus populaires du monde. Elle a été construite pour l'Exposition universelle de 1889 par Gustave Eiffel.
做一道早餐。,你起床饥肠辘辘，需要做一份美味的早餐。
请在一个多分类数据集上训练一个深度学习模型，并测试它的性能。你需要使用最新的深度学习框架，并在测试集上记录准确率。,你有一个来自于品牌营销的数据集，包含多个已标注的分类数据。你需要用于训练和测试的数据集已经准备就绪，你需要使用最新的深度学习框架来编写一个模型，并在测试集上评估它的性能。
根据给定的图片编写故事梗概。,图片：一位年轻女孩在海边。
将给定的日期转换成特定的格式。,日期: 2022年4月21日
查找以下问题的答案：太阳有多大？,
根据所给资料，为某项产品设计一个广告。,资料：关于+X（产品名）的详细信息，创意团队通过了一次会议，但需要进一步细化。
将给定的文章中的错别字和语法错误修复掉。,文章：羽毛球是一项有着悠久历史的运动，其发源于中国，上古时期的人们就已经发明了羽毛球这项运动。在20世纪初期，这项运动开始在全球范围内流行。现在，羽毛球已经成为了一种全民运动，被广泛的人们所喜爱。
"将下面这段文本翻译为日语：

""请告诉我在哪里可以找到最近的医院。""",我感到不舒服，我需要尽快找到一家医院。
